item_id,benchmark,condition,selected_candidate_indices
lvbench:126,lvbench,plain_dpp_8,"[4, 20, 23, 26, 32, 44, 53, 58]"
lvbench:13,lvbench,mdp3_8,"[11, 15, 16, 19, 20, 35, 46, 51]"
lvbench:13,lvbench,plain_dpp_8,"[10, 12, 16, 19, 20, 34, 41, 51]"
lvbench:1320,lvbench,mdp3_8,"[2, 3, 4, 18, 25, 41, 42, 47]"
lvbench:1320,lvbench,plain_dpp_8,"[2, 3, 4, 15, 18, 25, 41, 47]"
lvbench:1322,lvbench,mdp3_8,"[2, 4, 12, 18, 25, 34, 35, 41]"
lvbench:1322,lvbench,plain_dpp_8,"[2, 4, 12, 18, 25, 34, 41, 59]"
lvbench:1323,lvbench,mdp3_8,"[12, 18, 25, 28, 33, 34, 59, 60]"
lvbench:1323,lvbench,plain_dpp_8,"[12, 18, 25, 28, 34, 47, 59, 61]"
lvbench:1326,lvbench,mdp3_8,"[2, 12, 18, 21, 25, 41, 53, 59]"
lvbench:1326,lvbench,plain_dpp_8,"[2, 15, 18, 21, 25, 41, 53, 59]"
lvbench:133,lvbench,mdp3_8,"[2, 4, 5, 31, 34, 41, 58, 61]"
lvbench:133,lvbench,plain_dpp_8,"[2, 4, 5, 31, 33, 34, 57, 61]"
lvbench:1330,lvbench,mdp3_8,"[2, 18, 21, 22, 34, 41, 58, 60]"
lvbench:1330,lvbench,plain_dpp_8,"[2, 18, 19, 21, 22, 41, 58, 60]"
lvbench:1348,lvbench,mdp3_8,"[1, 6, 17, 20, 21, 34, 60, 62]"
lvbench:1348,lvbench,plain_dpp_8,"[1, 6, 17, 20, 21, 22, 34, 62]"
lvbench:135,lvbench,mdp3_8,"[2, 4, 5, 23, 31, 44, 57, 61]"
lvbench:135,lvbench,plain_dpp_8,"[2, 5, 31, 34, 41, 44, 57, 61]"
lvbench:1352,lvbench,mdp3_8,"[17, 22, 23, 27, 28, 39, 41, 51]"
lvbench:1352,lvbench,plain_dpp_8,"[17, 22, 23, 27, 28, 39, 41, 51]"
lvbench:1354,lvbench,mdp3_8,"[17, 19, 22, 27, 29, 39, 41, 62]"
lvbench:1354,lvbench,plain_dpp_8,"[17, 22, 31, 36, 39, 41, 51, 62]"
lvbench:136,lvbench,mdp3_8,"[8, 16, 18, 20, 22, 32, 33, 61]"
lvbench:136,lvbench,plain_dpp_8,"[0, 5, 8, 16, 20, 22, 32, 61]"
lvbench:1360,lvbench,mdp3_8,"[1, 17, 19, 20, 33, 41, 55, 62]"
lvbench:1360,lvbench,plain_dpp_8,"[1, 17, 19, 20, 33, 41, 55, 62]"
lvbench:1364,lvbench,mdp3_8,"[0, 7, 19, 20, 41, 46, 62, 63]"
lvbench:1364,lvbench,plain_dpp_8,"[0, 7, 19, 20, 21, 41, 46, 62]"
lvbench:1420,lvbench,mdp3_8,"[8, 17, 31, 36, 46, 48, 51, 52]"
lvbench:1420,lvbench,plain_dpp_8,"[8, 17, 31, 36, 46, 48, 51, 52]"
lvbench:1425,lvbench,mdp3_8,"[6, 9, 12, 26, 33, 44, 58, 63]"
lvbench:1425,lvbench,plain_dpp_8,"[12, 26, 33, 34, 44, 46, 58, 63]"
lvbench:1433,lvbench,mdp3_8,"[17, 21, 28, 42, 45, 48, 49, 52]"
lvbench:1433,lvbench,plain_dpp_8,"[17, 39, 42, 45, 46, 48, 49, 52]"
lvbench:1436,lvbench,mdp3_8,"[12, 21, 26, 28, 38, 42, 56, 57]"
lvbench:1436,lvbench,plain_dpp_8,"[1, 21, 26, 28, 42, 44, 56, 57]"
lvbench:15,lvbench,mdp3_8,"[4, 6, 14, 36, 40, 42, 53, 54]"
lvbench:15,lvbench,plain_dpp_8,"[6, 14, 16, 36, 40, 42, 53, 54]"
lvbench:1558,lvbench,mdp3_8,"[15, 23, 36, 45, 46, 50, 56, 60]"
lvbench:1558,lvbench,plain_dpp_8,"[15, 23, 26, 36, 46, 50, 56, 60]"
lvbench:1562,lvbench,mdp3_8,"[30, 32, 35, 42, 43, 50, 56, 57]"
lvbench:1562,lvbench,plain_dpp_8,"[1, 7, 30, 31, 32, 35, 43, 56]"
lvbench:1569,lvbench,mdp3_8,"[1, 2, 7, 13, 16, 28, 44, 50]"
lvbench:1569,lvbench,plain_dpp_8,"[1, 2, 7, 13, 16, 28, 50, 51]"
lvbench:1572,lvbench,mdp3_8,"[11, 23, 24, 30, 36, 47, 60, 61]"
lvbench:1572,lvbench,plain_dpp_8,"[11, 24, 30, 36, 42, 47, 60, 61]"
lvbench:1583,lvbench,mdp3_8,"[7, 15, 19, 21, 26, 34, 53, 62]"
lvbench:1583,lvbench,plain_dpp_8,"[7, 15, 19, 21, 26, 31, 45, 62]"
lvbench:1586,lvbench,mdp3_8,"[8, 14, 15, 16, 20, 33, 43, 55]"
lvbench:1586,lvbench,plain_dpp_8,"[8, 11, 14, 16, 20, 33, 43, 55]"
lvbench:1589,lvbench,mdp3_8,"[8, 25, 28, 29, 36, 38, 58, 60]"
lvbench:1589,lvbench,plain_dpp_8,"[8, 20, 25, 28, 29, 38, 58, 60]"
lvbench:1591,lvbench,mdp3_8,"[1, 8, 29, 33, 38, 46, 51, 60]"
lvbench:1591,lvbench,plain_dpp_8,"[1, 8, 29, 33, 38, 39, 46, 51]"
lvbench:1596,lvbench,mdp3_8,"[6, 8, 15, 16, 32, 43, 45, 47]"
lvbench:1596,lvbench,plain_dpp_8,"[8, 16, 17, 32, 39, 42, 45, 47]"
lvbench:1601,lvbench,mdp3_8,"[12, 16, 20, 24, 30, 33, 54, 58]"
lvbench:1601,lvbench,plain_dpp_8,"[12, 16, 20, 24, 30, 33, 54, 58]"
lvbench:1617,lvbench,mdp3_8,"[0, 12, 16, 21, 34, 35, 45, 56]"
lvbench:1617,lvbench,plain_dpp_8,"[12, 16, 21, 32, 34, 35, 45, 56]"
lvbench:1621,lvbench,mdp3_8,"[2, 11, 22, 30, 35, 49, 56, 57]"
lvbench:1621,lvbench,plain_dpp_8,"[2, 3, 11, 22, 30, 35, 49, 57]"
lvbench:1625,lvbench,mdp3_8,"[2, 22, 30, 45, 46, 51, 56, 57]"
lvbench:1625,lvbench,plain_dpp_8,"[2, 3, 22, 30, 31, 46, 56, 57]"
lvbench:1626,lvbench,mdp3_8,"[2, 11, 12, 27, 38, 43, 46, 62]"
lvbench:1626,lvbench,plain_dpp_8,"[2, 11, 12, 27, 29, 43, 46, 62]"
lvbench:1629,lvbench,mdp3_8,"[11, 12, 20, 22, 32, 43, 45, 56]"
lvbench:1629,lvbench,plain_dpp_8,"[11, 12, 20, 22, 32, 43, 45, 56]"
lvbench:1636,lvbench,mdp3_8,"[11, 12, 22, 32, 43, 45, 46, 56]"
lvbench:1636,lvbench,plain_dpp_8,"[11, 12, 22, 30, 43, 45, 46, 56]"
lvbench:1678,lvbench,mdp3_8,"[1, 5, 20, 23, 28, 32, 38, 58]"
lvbench:1678,lvbench,plain_dpp_8,"[1, 5, 20, 23, 28, 31, 38, 58]"
lvbench:1679,lvbench,mdp3_8,"[18, 25, 30, 38, 43, 54, 59, 62]"
lvbench:1679,lvbench,plain_dpp_8,"[14, 18, 25, 38, 43, 59, 61, 62]"
lvbench:1680,lvbench,mdp3_8,"[12, 18, 19, 30, 42, 51, 53, 54]"
lvbench:1680,lvbench,plain_dpp_8,"[18, 19, 21, 30, 42, 51, 53, 54]"
lvbench:1681,lvbench,mdp3_8,"[5, 18, 27, 30, 31, 58, 59, 61]"
lvbench:1681,lvbench,plain_dpp_8,"[5, 18, 20, 27, 31, 58, 59, 61]"
lvbench:1687,lvbench,mdp3_8,"[21, 26, 28, 29, 37, 38, 40, 50]"
lvbench:1687,lvbench,plain_dpp_8,"[7, 26, 28, 29, 30, 37, 38, 40]"
lvbench:1689,lvbench,mdp3_8,"[1, 20, 32, 37, 38, 46, 62, 63]"
lvbench:1689,lvbench,plain_dpp_8,"[0, 1, 20, 23, 37, 38, 46, 62]"
lvbench:1697,lvbench,mdp3_8,"[12, 13, 14, 19, 42, 51, 54, 59]"
lvbench:1697,lvbench,plain_dpp_8,"[12, 13, 14, 19, 42, 51, 54, 59]"
lvbench:17,lvbench,mdp3_8,"[3, 19, 20, 31, 35, 42, 53, 60]"
lvbench:17,lvbench,plain_dpp_8,"[2, 3, 19, 20, 35, 42, 53, 60]"
lvbench:1703,lvbench,mdp3_8,"[22, 24, 26, 30, 31, 36, 38, 62]"
lvbench:1703,lvbench,plain_dpp_8,"[22, 24, 26, 30, 31, 36, 38, 62]"
lvbench:1744,lvbench,mdp3_8,"[5, 8, 27, 29, 41, 47, 59, 63]"
lvbench:1744,lvbench,plain_dpp_8,"[5, 8, 27, 29, 41, 47, 59, 63]"
lvbench:1745,lvbench,mdp3_8,"[5, 7, 11, 18, 24, 40, 46, 52]"
lvbench:1745,lvbench,plain_dpp_8,"[5, 7, 11, 18, 24, 26, 46, 52]"
lvbench:1746,lvbench,mdp3_8,"[5, 7, 9, 18, 21, 25, 43, 45]"
lvbench:1746,lvbench,plain_dpp_8,"[5, 6, 7, 18, 21, 25, 43, 45]"
lvbench:1757,lvbench,mdp3_8,"[5, 10, 18, 21, 24, 40, 43, 45]"
lvbench:1757,lvbench,plain_dpp_8,"[5, 7, 10, 18, 21, 24, 40, 46]"
lvbench:1821,lvbench,mdp3_8,"[1, 13, 17, 29, 36, 37, 45, 47]"
lvbench:1821,lvbench,plain_dpp_8,"[4, 13, 29, 36, 37, 45, 47, 62]"
lvbench:1829,lvbench,mdp3_8,"[2, 13, 17, 19, 23, 32, 36, 62]"
lvbench:1829,lvbench,plain_dpp_8,"[2, 13, 23, 32, 36, 45, 60, 62]"
lvbench:1830,lvbench,mdp3_8,"[3, 8, 15, 31, 38, 47, 56, 59]"
lvbench:1830,lvbench,plain_dpp_8,"[3, 31, 38, 47, 56, 57, 59, 60]"
lvbench:1845,lvbench,mdp3_8,"[2, 9, 26, 29, 32, 34, 50, 58]"
lvbench:1845,lvbench,plain_dpp_8,"[2, 9, 22, 29, 32, 34, 50, 58]"
lvbench:1853,lvbench,mdp3_8,"[1, 6, 10, 12, 34, 36, 44, 63]"
lvbench:1853,lvbench,plain_dpp_8,"[6, 12, 31, 34, 36, 44, 46, 63]"
lvbench:1855,lvbench,mdp3_8,"[0, 4, 5, 12, 14, 43, 45, 55]"
lvbench:1855,lvbench,plain_dpp_8,"[4, 5, 6, 12, 14, 43, 45, 52]"
lvbench:1856,lvbench,mdp3_8,"[3, 4, 6, 8, 31, 36, 52, 58]"
lvbench:1856,lvbench,plain_dpp_8,"[4, 6, 8, 31, 36, 45, 52, 58]"
lvbench:1861,lvbench,mdp3_8,"[1, 9, 12, 13, 37, 44, 60, 63]"
lvbench:1861,lvbench,plain_dpp_8,"[1, 9, 12, 13, 30, 38, 53, 63]"
lvbench:1886,lvbench,mdp3_8,"[1, 18, 27, 28, 43, 54, 61, 63]"
lvbench:1886,lvbench,plain_dpp_8,"[1, 10, 13, 18, 27, 28, 41, 63]"
lvbench:1890,lvbench,mdp3_8,"[3, 10, 16, 20, 21, 43, 55, 63]"
lvbench:1890,lvbench,plain_dpp_8,"[3, 10, 16, 19, 20, 21, 51, 63]"
lvbench:1896,lvbench,mdp3_8,"[3, 23, 30, 31, 33, 36, 41, 63]"
lvbench:1896,lvbench,plain_dpp_8,"[3, 4, 30, 31, 36, 41, 50, 63]"
lvbench:19,lvbench,mdp3_8,"[3, 7, 13, 20, 26, 42, 53, 54]"
lvbench:19,lvbench,plain_dpp_8,"[7, 13, 29, 42, 52, 53, 54, 60]"
lvbench:1900,lvbench,mdp3_8,"[3, 27, 28, 35, 36, 39, 41, 50]"
lvbench:1900,lvbench,plain_dpp_8,"[15, 27, 28, 32, 35, 39, 41, 50]"
lvbench:1904,lvbench,mdp3_8,"[1, 4, 19, 25, 30, 39, 54, 60]"
lvbench:1904,lvbench,plain_dpp_8,"[1, 4, 10, 19, 30, 39, 41, 60]"
lvbench:1907,lvbench,mdp3_8,"[4, 17, 26, 30, 36, 41, 50, 63]"
lvbench:1907,lvbench,plain_dpp_8,"[4, 17, 30, 36, 39, 41, 50, 63]"
lvbench:1909,lvbench,mdp3_8,"[2, 6, 17, 27, 33, 35, 41, 63]"
lvbench:1909,lvbench,plain_dpp_8,"[2, 6, 33, 41, 43, 53, 56, 63]"
lvbench:1915,lvbench,mdp3_8,"[6, 9, 11, 14, 41, 56, 58, 63]"
lvbench:1915,lvbench,plain_dpp_8,"[6, 14, 20, 25, 41, 56, 58, 63]"
lvbench:1928,lvbench,mdp3_8,"[6, 9, 20, 27, 33, 50, 53, 60]"
lvbench:1928,lvbench,plain_dpp_8,"[6, 20, 27, 41, 50, 53, 56, 60]"
lvbench:1934,lvbench,mdp3_8,"[0, 12, 17, 21, 34, 39, 49, 57]"
lvbench:1934,lvbench,plain_dpp_8,"[0, 11, 21, 33, 34, 39, 45, 49]"
lvbench:1937,lvbench,mdp3_8,"[2, 3, 17, 21, 34, 45, 49, 58]"
lvbench:1937,lvbench,plain_dpp_8,"[2, 21, 34, 41, 45, 49, 58, 62]"
lvbench:1955,lvbench,mdp3_8,"[0, 8, 18, 41, 43, 52, 54, 63]"
lvbench:1955,lvbench,plain_dpp_8,"[8, 18, 28, 43, 45, 52, 54, 63]"
lvbench:1957,lvbench,mdp3_8,"[6, 18, 23, 30, 43, 48, 52, 54]"
lvbench:1957,lvbench,plain_dpp_8,"[6, 18, 28, 30, 43, 48, 52, 54]"
lvbench:1958,lvbench,mdp3_8,"[3, 21, 23, 43, 45, 46, 47, 61]"
lvbench:1958,lvbench,plain_dpp_8,"[2, 21, 23, 34, 43, 46, 47, 61]"
lvbench:1964,lvbench,mdp3_8,"[6, 8, 28, 39, 52, 57, 60, 63]"
lvbench:1964,lvbench,plain_dpp_8,"[6, 18, 28, 39, 52, 57, 60, 63]"
lvbench:1965,lvbench,mdp3_8,"[0, 3, 5, 6, 47, 56, 62, 63]"
lvbench:1965,lvbench,plain_dpp_8,"[3, 15, 28, 33, 56, 60, 62, 63]"
lvbench:202,lvbench,mdp3_8,"[7, 14, 19, 20, 23, 25, 40, 45]"
lvbench:202,lvbench,plain_dpp_8,"[7, 9, 14, 19, 20, 25, 40, 45]"
lvbench:2076,lvbench,mdp3_8,"[4, 7, 33, 50, 54, 56, 58, 62]"
lvbench:2076,lvbench,plain_dpp_8,"[7, 33, 43, 50, 54, 56, 58, 62]"
lvbench:2079,lvbench,mdp3_8,"[1, 10, 39, 42, 43, 49, 58, 60]"
lvbench:2079,lvbench,plain_dpp_8,"[1, 11, 39, 42, 43, 49, 58, 60]"
lvbench:2084,lvbench,mdp3_8,"[3, 11, 26, 41, 45, 46, 50, 62]"
lvbench:2084,lvbench,plain_dpp_8,"[3, 26, 41, 42, 45, 46, 50, 62]"
lvbench:2093,lvbench,mdp3_8,"[9, 17, 25, 40, 44, 49, 56, 61]"
lvbench:2093,lvbench,plain_dpp_8,"[9, 17, 25, 43, 44, 49, 56, 61]"
lvbench:2096,lvbench,mdp3_8,"[4, 7, 25, 31, 44, 52, 56, 62]"
lvbench:2096,lvbench,plain_dpp_8,"[4, 7, 25, 31, 44, 56, 60, 62]"
lvbench:2097,lvbench,mdp3_8,"[8, 9, 26, 29, 31, 51, 59, 61]"
lvbench:2097,lvbench,plain_dpp_8,"[8, 9, 10, 26, 29, 31, 59, 61]"
lvbench:2099,lvbench,mdp3_8,"[8, 24, 25, 40, 57, 58, 62, 63]"
lvbench:2099,lvbench,plain_dpp_8,"[24, 25, 31, 40, 57, 58, 62, 63]"
lvbench:21,lvbench,mdp3_8,"[4, 14, 16, 20, 36, 40, 42, 53]"
lvbench:21,lvbench,plain_dpp_8,"[6, 14, 16, 36, 40, 42, 53, 54]"
lvbench:2113,lvbench,mdp3_8,"[9, 22, 25, 29, 31, 44, 51, 58]"
lvbench:2113,lvbench,plain_dpp_8,"[3, 9, 13, 21, 25, 31, 44, 58]"
lvbench:2119,lvbench,mdp3_8,"[9, 24, 28, 31, 40, 49, 56, 62]"
lvbench:2119,lvbench,plain_dpp_8,"[9, 21, 24, 28, 31, 49, 56, 62]"
lvbench:2120,lvbench,mdp3_8,"[3, 9, 30, 56, 57, 58, 61, 62]"
lvbench:2120,lvbench,plain_dpp_8,"[9, 30, 56, 57, 58, 60, 61, 62]"
lvbench:2157,lvbench,mdp3_8,"[5, 7, 10, 20, 34, 36, 50, 59]"
lvbench:2157,lvbench,plain_dpp_8,"[5, 7, 9, 10, 17, 36, 50, 59]"
lvbench:2164,lvbench,mdp3_8,"[4, 6, 10, 24, 36, 47, 50, 60]"
lvbench:2164,lvbench,plain_dpp_8,"[4, 6, 16, 24, 39, 47, 50, 60]"
lvbench:2166,lvbench,mdp3_8,"[10, 11, 12, 17, 45, 48, 60, 62]"
lvbench:2166,lvbench,plain_dpp_8,"[10, 11, 12, 17, 45, 48, 60, 62]"
lvbench:2174,lvbench,mdp3_8,"[2, 4, 18, 27, 33, 35, 43, 45]"
lvbench:2174,lvbench,plain_dpp_8,"[2, 16, 18, 27, 31, 35, 43, 45]"
lvbench:2175,lvbench,mdp3_8,"[5, 16, 18, 27, 33, 43, 45, 46]"
lvbench:2175,lvbench,plain_dpp_8,"[16, 18, 23, 27, 28, 43, 45, 46]"
lvbench:2176,lvbench,mdp3_8,"[12, 30, 48, 51, 52, 53, 54, 59]"
lvbench:2176,lvbench,plain_dpp_8,"[39, 48, 51, 52, 53, 54, 57, 59]"
lvbench:2179,lvbench,mdp3_8,"[5, 15, 16, 43, 44, 45, 54, 62]"
lvbench:2179,lvbench,plain_dpp_8,"[16, 17, 23, 31, 43, 44, 45, 62]"
lvbench:218,lvbench,mdp3_8,"[7, 21, 23, 27, 30, 40, 44, 59]"
lvbench:218,lvbench,plain_dpp_8,"[7, 19, 23, 27, 35, 40, 44, 47]"
lvbench:2245,lvbench,mdp3_8,"[1, 5, 12, 19, 38, 44, 48, 54]"
lvbench:2245,lvbench,plain_dpp_8,"[1, 5, 12, 14, 19, 44, 48, 54]"
lvbench:2248,lvbench,mdp3_8,"[1, 5, 14, 19, 21, 27, 38, 54]"
lvbench:2248,lvbench,plain_dpp_8,"[1, 5, 14, 19, 21, 27, 38, 54]"
lvbench:2250,lvbench,mdp3_8,"[1, 7, 12, 17, 32, 48, 50, 52]"
lvbench:2250,lvbench,plain_dpp_8,"[7, 12, 17, 32, 48, 52, 60, 63]"
lvbench:2256,lvbench,mdp3_8,"[1, 7, 15, 32, 34, 37, 48, 63]"
lvbench:2256,lvbench,plain_dpp_8,"[1, 15, 32, 33, 34, 37, 48, 63]"
lvbench:2259,lvbench,mdp3_8,"[1, 5, 19, 21, 24, 41, 52, 54]"
lvbench:2259,lvbench,plain_dpp_8,"[1, 11, 15, 19, 24, 41, 52, 54]"
lvbench:2262,lvbench,mdp3_8,"[1, 7, 17, 32, 44, 50, 52, 54]"
lvbench:2262,lvbench,plain_dpp_8,"[1, 17, 19, 32, 44, 50, 52, 54]"
lvbench:2265,lvbench,mdp3_8,"[2, 22, 24, 27, 37, 38, 41, 55]"
lvbench:2265,lvbench,plain_dpp_8,"[10, 16, 18, 27, 37, 38, 41, 55]"
lvbench:2268,lvbench,mdp3_8,"[1, 2, 21, 29, 32, 37, 44, 50]"
lvbench:2268,lvbench,plain_dpp_8,"[1, 21, 32, 37, 39, 44, 50, 60]"
lvbench:2271,lvbench,mdp3_8,"[1, 5, 19, 24, 29, 38, 48, 57]"
lvbench:2271,lvbench,plain_dpp_8,"[1, 5, 14, 19, 24, 29, 38, 48]"
lvbench:2283,lvbench,mdp3_8,"[12, 18, 22, 33, 41, 58, 60, 62]"
lvbench:2283,lvbench,plain_dpp_8,"[18, 22, 26, 29, 33, 41, 58, 60]"
lvbench:2286,lvbench,mdp3_8,"[7, 28, 29, 33, 38, 41, 52, 62]"
lvbench:2286,lvbench,plain_dpp_8,"[28, 29, 33, 36, 38, 41, 52, 62]"
lvbench:2290,lvbench,mdp3_8,"[10, 26, 28, 31, 33, 34, 43, 50]"
lvbench:2290,lvbench,plain_dpp_8,"[26, 28, 31, 33, 34, 37, 50, 52]"
lvbench:2291,lvbench,mdp3_8,"[2, 4, 5, 16, 18, 47, 60, 61]"
lvbench:2291,lvbench,plain_dpp_8,"[2, 3, 4, 5, 16, 18, 60, 61]"
lvbench:2293,lvbench,mdp3_8,"[4, 11, 22, 29, 53, 55, 58, 60]"
lvbench:2293,lvbench,plain_dpp_8,"[4, 22, 29, 41, 53, 55, 58, 60]"
lvbench:2303,lvbench,mdp3_8,"[4, 16, 18, 19, 47, 49, 58, 59]"
lvbench:2303,lvbench,plain_dpp_8,"[4, 16, 18, 19, 20, 24, 46, 58]"
lvbench:2362,lvbench,mdp3_8,"[2, 4, 19, 28, 33, 38, 51, 59]"
lvbench:2362,lvbench,plain_dpp_8,"[4, 5, 14, 28, 38, 42, 50, 51]"
lvbench:2370,lvbench,mdp3_8,"[10, 14, 19, 21, 43, 50, 55, 63]"
lvbench:2370,lvbench,plain_dpp_8,"[5, 10, 14, 21, 43, 50, 55, 63]"
lvbench:2376,lvbench,mdp3_8,"[4, 14, 19, 29, 38, 43, 50, 51]"
lvbench:2376,lvbench,plain_dpp_8,"[7, 14, 29, 38, 42, 43, 50, 51]"
lvbench:2390,lvbench,mdp3_8,"[12, 15, 17, 26, 37, 46, 59, 62]"
lvbench:2390,lvbench,plain_dpp_8,"[12, 15, 30, 38, 42, 49, 51, 62]"
lvbench:2394,lvbench,mdp3_8,"[1, 4, 13, 19, 30, 34, 43, 53]"
lvbench:2394,lvbench,plain_dpp_8,"[1, 2, 4, 5, 19, 30, 34, 50]"
lvbench:2407,lvbench,mdp3_8,"[4, 13, 20, 23, 34, 35, 48, 62]"
lvbench:2407,lvbench,plain_dpp_8,"[4, 13, 14, 23, 34, 35, 48, 62]"
lvbench:2413,lvbench,mdp3_8,"[2, 5, 11, 23, 29, 47, 60, 62]"
lvbench:2413,lvbench,plain_dpp_8,"[2, 11, 13, 23, 29, 30, 60, 62]"
lvbench:2453,lvbench,mdp3_8,"[2, 3, 19, 24, 33, 46, 59, 61]"
lvbench:2453,lvbench,plain_dpp_8,"[2, 3, 19, 24, 33, 36, 46, 59]"
lvbench:2455,lvbench,mdp3_8,"[2, 3, 14, 19, 24, 36, 47, 61]"
lvbench:2455,lvbench,plain_dpp_8,"[2, 3, 10, 14, 19, 24, 36, 60]"
lvbench:2456,lvbench,mdp3_8,"[6, 9, 10, 18, 24, 37, 47, 59]"
lvbench:2456,lvbench,plain_dpp_8,"[0, 6, 9, 10, 18, 24, 46, 59]"
lvbench:2459,lvbench,mdp3_8,"[3, 10, 22, 24, 40, 46, 47, 57]"
lvbench:2459,lvbench,plain_dpp_8,"[1, 3, 10, 24, 40, 46, 57, 59]"
lvbench:2468,lvbench,mdp3_8,"[9, 10, 18, 24, 46, 47, 59, 60]"
lvbench:2468,lvbench,plain_dpp_8,"[9, 10, 18, 24, 39, 46, 47, 59]"
lvbench:2479,lvbench,mdp3_8,"[1, 4, 8, 35, 44, 47, 48, 62]"
lvbench:2479,lvbench,plain_dpp_8,"[1, 4, 8, 35, 44, 47, 48, 62]"
lvbench:2480,lvbench,mdp3_8,"[8, 16, 18, 41, 47, 48, 50, 51]"
