model,benchmark,item_id,context_index,pair_type,a,ab,b,baseline,interaction,absolute_interaction,source_video_id,candidate_a_time,candidate_b_time,evidence_pair,utility_a,utility_b,main_abs_sum,main_abs_max,main_abs_difference,main_signed_sum,baseline_magnitude,temporal_distance,main_abs_sum_squared,outside_common_support,selection_group,magnitude_quartile,case_id,question,options,answer,frame_a_image,frame_b_image
qwen3_vl_4b,herbench,herbench:SVA_5152,1,evidence_evidence,2.4998855367302895,-3.58917223662138,-2.125106565654278,14.002276539802892,10.0383253321055,10.0383253321055,Werner Herzog Reads Curious George,97.7,178.25,1.0,-11.502391003072603,-16.12738310545717,27.629774108529773,16.12738310545717,4.624992102384567,-27.629774108529773,14.002276539802892,80.55,763.4044172883822,False,stress_positive_evidence_evidence,,case_011,"From the correctly described shots, which is the one that appears last in the video?","[""A man in a black suit and scarf gives balloons to two children, one with blonde hair in a yellow dress and bow, and the other in a green outfit, against a backdrop of a roof with white-capped mountains and soaring eagles overhead."", ""Two individuals with blonde hair, wearing gray jackets, examine a large detailed map under the light of a hanging lamp."", ""None of the above shots happened in the video as outlined."", ""A monkey with brown fur sits on a purple chair using a stack of books as a booster seat, happily eating from a bowl at a table set with a floral tablecloth, bottles, glasses, and utensils, as a bird pecks crumbs from the floor."", ""A man in a blue outfit talks to a small monkey sitting on a stool inside a room with a porthole, a large map on the wall, bunk bed, and trunk, while a gentle breeze slightly moves the curtains.""]",C,images/case_011_a.jpg,images/case_011_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:9023339404:2,0,evidence_evidence,6.065133522730321,8.611526625027182,6.608908369205892,14.047009587288244,9.984494320379213,9.984494320379213,9023339404,37.1,75.5,1.0,-7.981876064557923,-7.438101218082352,15.419977282640275,7.981876064557923,0.5437748464755714,-15.419977282640275,14.047009587288244,38.4,237.77569939714215,False,stress_positive_evidence_evidence,,case_012,what does the man with a white hat do as the elephant is moving,"[""start talking"", ""clapping his hands"", ""folds the shirt"", ""snatch the shirt"", ""guiding the elephant""]",E,images/case_012_a.jpg,images/case_012_b.jpg
perception_lm_8b,lvbench,lvbench:1360,0,evidence_evidence,2.14833315461874,2.9465111158788204,3.046192530542612,11.801224827794613,9.553210258512081,9.553210258512081,uW9mcG0rdLY,2111.3333333333335,2112.6666666666665,1.0,-9.652891673175873,-8.755032297252,18.407923970427873,9.652891673175873,0.897859375923872,-18.407923970427873,11.801224827794613,1.3333333333330302,338.8516649010531,False,stress_positive_evidence_evidence,,case_013,"What is the man in the scene most likely doing while on the left side, there are a blue sweatshirt, a black T-shirt, a mint towel, and two black and red socks hanging on a rope to dry?","[""Sketching landscapes"", ""Writing a travel diary"", ""Calculating the weather on the island"", ""Recording the behavior of wild animals""]",D,images/case_013_a.jpg,images/case_013_b.jpg
qwen3_vl_32b,lvbench,lvbench:1703,2,evidence_evidence,-7.7500313390628435,-1.1250433027744293,-6.375054590054788,-3.511914264410734,9.488128361932468,9.488128361932468,t-RtDI2RWQs,2122.3333333333335,2123.6666666666665,1.0,-4.238117074652109,-2.8631403256440535,7.101257400296163,4.238117074652109,1.3749767490080558,-7.101257400296163,3.511914264410734,1.3333333333330302,50.42785666526102,True,stress_positive_evidence_evidence,,case_014,Why is there letter on the screen when the Rock appears on the stage with another presenter?,"[""It is the translation of an audio that is not English"", ""It is the auto-generated English subtitles"", ""It is the description of the next award name"", ""It is the description of the presenters""]",A,images/case_014_a.jpg,images/case_014_b.jpg
qwen3_vl_32b,herbench,herbench:SVA_1424,1,evidence_evidence,-11.250108124317194,6.796678928541951,6.137206024955958,-2.5680280923843384,9.341552935518848,9.341552935518848,Furious 7 - Official Trailer HD,8.1,139.5,1.0,-8.682080031932855,8.705234117340297,17.387314149273152,8.705234117340297,0.023154085407441016,0.023154085407441016,2.5680280923843384,131.4,302.31869332551435,False,stress_positive_evidence_evidence,,case_015,"From the correctly described shots, which is the one that appears last in the video?","[""None of the above shots happened in the video as outlined."", ""A dark blue car riddled with bullet holes skids on a road next to a rocky hillside, leaving both debris and tire marks in its wake, as a small bird takes flight nearby."", ""A bald man with a beard sits inside a car, speaking into a radio or walkie-talkie, wearing a black shirt and a harness, with roll bars visible in the dimly-lit interior."", ""A man in a dark shirt walks past a black SUV under bright overhead lights in an urban setting at night."", ""A green car speeds across a gravel path, trailing dust, with a large truck behind it in a mountainous landscape.""]",D,images/case_015_a.jpg,images/case_015_b.jpg
qwen3_vl_32b,lvbench,lvbench:2832,1,evidence_evidence,-11.500003218734491,-10.875002026781658,-10.625003338242095,-2.24523788690567,9.004766643289258,9.004766643289258,Mcggugol2ts,2017.3333333333333,2017.6666666666667,1.0,-9.254765331828821,-8.379765451336425,17.634530783165246,9.254765331828821,0.8749998804923962,-17.634530783165246,2.24523788690567,0.3333333333334849,310.97667594240266,False,stress_positive_evidence_evidence,,case_016,Which floor is the bookoff on?,"[""4"", ""5"", ""3"", ""6""]",A,images/case_016_a.jpg,images/case_016_b.jpg
qwen3_vl_32b,herbench,herbench:SVA_1424,2,evidence_evidence,-10.62529993816861,5.115374515298754,3.2254779897630215,-3.5152288675308228,8.99996759617352,8.99996759617352,Furious 7 - Official Trailer HD,8.1,139.5,1.0,-7.110071070637787,6.740706857293844,13.850777927931631,7.110071070637787,0.36936421334394254,-0.36936421334394254,3.5152288675308228,131.4,191.84404920887803,False,stress_positive_evidence_evidence,,case_017,"From the correctly described shots, which is the one that appears last in the video?","[""None of the above shots happened in the video as outlined."", ""A dark blue car riddled with bullet holes skids on a road next to a rocky hillside, leaving both debris and tire marks in its wake, as a small bird takes flight nearby."", ""A bald man with a beard sits inside a car, speaking into a radio or walkie-talkie, wearing a black shirt and a harness, with roll bars visible in the dimly-lit interior."", ""A man in a dark shirt walks past a black SUV under bright overhead lights in an urban setting at night."", ""A green car speeds across a gravel path, trailing dust, with a large truck behind it in a mountainous landscape.""]",D,images/case_017_a.jpg,images/case_017_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:10682218035:5,0,evidence_evidence,0.6236302852630615,7.460060285171494,5.3423250573687255,7.134377797192428,8.628482739732135,8.628482739732135,10682218035,15.866666666666667,16.833333333333336,1.0,-6.510747511929367,-1.7920527398237027,8.30280025175307,6.510747511929367,4.718694772105664,-8.30280025175307,7.134377797192428,0.9666666666666686,68.93649202051084,True,stress_positive_evidence_evidence,,case_018,what does the person do after lifting the lid up in the middle,"[""brushing"", ""touch the screen of phone"", ""cooking"", ""put the lid back down"", ""stablise cloth""]",D,images/case_018_a.jpg,images/case_018_b.jpg
qwen3_vl_32b,lvbench,lvbench:1425,2,evidence_evidence,-15.625000715256078,-14.875004410745078,-11.250099541139207,-3.512800382450223,8.487295463199985,8.487295463199985,TZ0j6kr4ZJ0,1327.0,1330.0,1.0,-12.112200332805855,-7.737299158688984,19.84949949149484,12.112200332805855,4.3749011741168715,-19.84949949149484,3.512800382450223,3.0,394.0026300628539,False,stress_positive_evidence_evidence,,case_019,What type of melon is cut?,"[""Honeydew"", ""Pumpkin"", ""Cantaloupe"", ""Watermelon""]",C,images/case_019_a.jpg,images/case_019_b.jpg
qwen3_vl_32b,nextgqa,nextgqa:10682218035:5,0,evidence_evidence,1.9996652156114578,7.498218212975189,3.874725703150034,6.709374455502257,8.333201749715954,8.333201749715954,10682218035,15.866666666666667,16.833333333333336,1.0,-4.709709239890799,-2.834648752352223,7.544357992243022,4.709709239890799,1.8750604875385761,-7.544357992243022,6.709374455502257,0.9666666666666686,56.917337515121154,True,stress_positive_evidence_evidence,,case_020,what does the person do after lifting the lid up in the middle,"[""brushing"", ""touch the screen of phone"", ""cooking"", ""put the lid back down"", ""stablise cloth""]",D,images/case_020_a.jpg,images/case_020_b.jpg
qwen3_vl_32b,lvbench,lvbench:2832,2,evidence_evidence,-7.875019510771381,-6.500015934812836,-9.37501526370761,-2.439671576023102,8.310347263643052,8.310347263643052,Mcggugol2ts,2017.3333333333333,2017.6666666666667,1.0,-5.435347934748279,-6.935343687684508,12.370691622432787,6.935343687684508,1.499995752936229,-12.370691622432787,2.439671576023102,0.3333333333334849,153.03401121732873,True,stress_positive_evidence_evidence,,case_021,Which floor is the bookoff on?,"[""4"", ""5"", ""3"", ""6""]",A,images/case_021_a.jpg,images/case_021_b.jpg
qwen3_vl_4b,herbench,herbench:FAM_161578,2,evidence_evidence,3.392610240727663,-5.204589456319809,-7.425167288631201,9.474349501695542,8.302317093279271,8.302317093279271,P02-20240211-141313,6.59,13.59,1.0,-6.081739260967879,-16.899516790326743,22.981256051294622,16.899516790326743,10.817777529358864,-22.981256051294622,9.474349501695542,7.0,528.1381296951657,False,stress_positive_evidence_evidence,,case_022,Which of the following actions did NOT occur in the video?,"[""grab blind pull"", ""pick up serrated knife"", ""place serrated knife"", ""grab chair"", ""pick up empty packaging""]",D,images/case_022_a.jpg,images/case_022_b.jpg
qwen3_vl_4b,lvbench,lvbench:1425,0,evidence_evidence,-8.000015439494746,-8.750017896862119,-11.000003338060196,-1.9563837051391602,8.293617175553663,8.293617175553663,TZ0j6kr4ZJ0,1327.0,1330.0,1.0,-6.043631734355586,-9.043619632921036,15.087251367276622,9.043619632921036,2.9999878985654505,-15.087251367276622,1.9563837051391602,3.0,227.6251538193903,False,stress_positive_evidence_evidence,,case_023,What type of melon is cut?,"[""Honeydew"", ""Pumpkin"", ""Cantaloupe"", ""Watermelon""]",C,images/case_023_a.jpg,images/case_023_b.jpg
qwen3_vl_4b,herbench,herbench:SVA_2092,1,evidence_evidence,-6.876766175497323,-8.464925825595856,-9.250630682392512,0.36984241008758545,8.032313442381565,8.032313442381565,Into the Wild 2007 Trailer 1 Movieclips Classic Trailers,102.95,121.05,1.0,-7.246608585584909,-9.620473092480097,16.867081678065006,9.620473092480097,2.3738645068951882,-16.867081678065006,0.36984241008758545,18.099999999999994,284.4984443345162,False,stress_positive_evidence_evidence,,case_024,"From the correctly described shots, which is the one that appears last in the video?","[""None of the above shots happened in the video as outlined."", ""A person in a dark jacket with wavy dark hair is running through a snowy landscape with trees, heading towards a small herd of reindeer."", ""A shirtless man with short dark hair climbs a rocky slope under a clear sky, wearing patterned dark shorts, with patches of moss and a small lizard darting away."", ""A person with light skin squats on a dirt ground next to a yellow canister, reaching for a pile of burning paper currency."", ""A person with dark hair is taking a shower from a hanging container in an outdoor setting during sunset, with trees, mountains, and a hint of a rainbow in the background.""]",D,images/case_024_a.jpg,images/case_024_b.jpg
qwen3_vl_32b,lvbench,lvbench:5127,1,evidence_evidence,18.484304428100586,19.177248001098633,19.37656593322754,-8.62532301218016,-27.308945372409653,27.308945372409653,JTa_Ue2MSwc,7.333333333333333,8.666666666666666,1.0,27.109627440280747,28.0018889454077,55.11151638568845,28.0018889454077,0.8922615051269531,55.11151638568845,8.62532301218016,1.333333333333333,3037.279238330006,False,stress_negative_evidence_evidence,,case_025,"What words appear to the right of ""Jerry Springer"" when the background is a girl with pink curly hair?","[""You're Cheating With My Co-Worker"", ""I Stole Your Dog And Your Man"", ""Real Girlfriend Vs. Online Girlfriend"", ""Watch Your Mouth And Your Man""]",D,images/case_025_a.jpg,images/case_025_b.jpg
qwen3_vl_4b,nextgqa,nextgqa:5306556049:4,2,evidence_evidence,11.359036207267309,10.993988394879125,13.841781616211392,-11.375395779439714,-25.58222520803929,25.58222520803929,5306556049,3.1999999999999997,6.3999999999999995,1.0,22.734431986707023,25.217177395651106,47.95160938235813,25.217177395651106,2.4827454089440835,47.95160938235813,11.375395779439714,3.1999999999999997,2299.356842358256,False,stress_negative_evidence_evidence,,case_026,what was the baby in pink doing when the boy in checkered was walking towards the camera,"[""looking over curiously"", ""pushing toys away"", ""falling down"", ""touching the baby s chin"", ""lying on her stomach""]",E,images/case_026_a.jpg,images/case_026_b.jpg
qwen3_vl_32b,lvbench,lvbench:3166,1,evidence_evidence,18.89316177368164,18.238357543945312,18.069730758666992,-5.002633600030094,-23.727168588433415,23.727168588433415,uusf1qG_uZ4,52.333333333333336,54.666666666666664,1.0,23.895795373711735,23.072364358697087,46.96815973240882,23.895795373711735,0.8234310150146484,46.96815973240882,5.002633600030094,2.3333333333333286,2206.0080286490697,False,stress_negative_evidence_evidence,,case_027,What is the first exercise the substitute daycare teacher does with these infants?,"[""Sit-ups"", ""Push-ups"", ""Hands-up"", ""Jumping jacks""]",D,images/case_027_a.jpg,images/case_027_b.jpg
qwen3_vl_32b,lvbench,lvbench:783,0,evidence_evidence,18.26816177368164,17.076345443725586,13.534294724465326,-8.877263752743602,-23.603374807164982,23.603374807164982,RjDrZkBwzho,3498.6666666666665,3504.3333333333335,1.0,27.145425526425242,22.411558477208928,49.55698400363417,27.145425526425242,4.733867049216315,49.55698400363417,8.877263752743602,5.66666666666697,2455.894663536453,False,stress_negative_evidence_evidence,,case_028,What is the weather like when the panda is caught?,"[""Sunny weather"", ""Heavy rain weather"", ""Cloudy weather"", ""Heavy snow weather""]",B,images/case_028_a.jpg,images/case_028_b.jpg
qwen3_vl_32b,lvbench,lvbench:1433,0,evidence_evidence,18.070043563842773,18.74637222290039,17.454803466796875,-6.821350395679474,-23.59982520341873,23.59982520341873,TZ0j6kr4ZJ0,1979.3333333333333,1980.6666666666667,1.0,24.891393959522247,24.27615386247635,49.167547821998596,24.891393959522247,0.6152400970458984,49.167547821998596,6.821350395679474,1.333333333333485,2417.447758828519,False,stress_negative_evidence_evidence,,case_029,What color tops are most of the elementary school students wearing in the video?,"[""Yellow"", ""White"", ""Black"", ""Blue""]",A,images/case_029_a.jpg,images/case_029_b.jpg
qwen3_vl_32b,lvbench,lvbench:2965,2,evidence_evidence,19.826345443725586,19.660995483398438,20.363357543945312,-2.767689533531666,-23.296397037804127,23.296397037804127,JPPMz8fEml0,135.33333333333334,136.66666666666666,1.0,22.59403497725725,23.13104707747698,45.72508205473423,23.13104707747698,0.5370121002197266,45.72508205473423,2.767689533531666,1.3333333333333144,2090.783128912178,False,stress_negative_evidence_evidence,,case_030,What is the discount on the vlogger's merchandise?,"[""50% off"", ""30% off"", ""20% off"", ""40% off""]",B,images/case_030_a.jpg,images/case_030_b.jpg
qwen3_vl_32b,lvbench,lvbench:1433,1,evidence_evidence,18.51488494873047,19.309751510620117,17.930889129638672,-5.927988972514868,-23.06401154026389,23.06401154026389,TZ0j6kr4ZJ0,1979.3333333333333,1980.6666666666667,1.0,24.442873921245337,23.85887810215354,48.301752023398876,24.442873921245337,0.5839958190917969,48.301752023398876,5.927988972514868,1.333333333333485,2333.0592485299176,False,stress_negative_evidence_evidence,,case_031,What color tops are most of the elementary school students wearing in the video?,"[""Yellow"", ""White"", ""Black"", ""Blue""]",A,images/case_031_a.jpg,images/case_031_b.jpg
qwen3_vl_32b,lvbench,lvbench:5173,2,evidence_evidence,18.70608139038086,18.496570587158203,18.64618682861328,-4.201946623623371,-23.05764425545931,23.05764425545931,20lTg3yUrO4,1276.3333333333333,1277.6666666666667,1.0,22.90802801400423,22.848133452236652,45.75616146624088,22.90802801400423,0.059894561767578125,45.75616146624088,4.201946623623371,1.333333333333485,2093.626312124707,False,stress_negative_evidence_evidence,,case_032,Who apologises to Nigerians?,"[""Former Governor of the Riverse State"", ""The mlitary leader of Riverse State"", ""Minster of Power"", ""The State's Political Leader""]",C,images/case_032_a.jpg,images/case_032_b.jpg
qwen3_vl_32b,lvbench,lvbench:2965,1,evidence_evidence,18.61383056640625,18.201345443725586,18.78887176513672,-3.7559737116098404,-22.957330599427223,22.957330599427223,JPPMz8fEml0,135.33333333333334,136.66666666666666,1.0,22.36980427801609,22.54484547674656,44.91464975476265,22.54484547674656,0.17504119873046875,44.91464975476265,3.7559737116098404,1.3333333333333144,2017.3257625930005,False,stress_negative_evidence_evidence,,case_033,What is the discount on the vlogger's merchandise?,"[""50% off"", ""30% off"", ""20% off"", ""40% off""]",B,images/case_033_a.jpg,images/case_033_b.jpg
qwen3_vl_32b,lvbench,lvbench:5173,0,evidence_evidence,19.42804527282715,19.11383056640625,19.42804527282715,-2.8580027520656586,-22.600262731313705,22.600262731313705,20lTg3yUrO4,1276.3333333333333,1277.6666666666667,1.0,22.286048024892807,22.286048024892807,44.572096049785614,22.286048024892807,0.0,44.572096049785614,2.8580027520656586,1.333333333333485,1986.6717462713143,False,stress_negative_evidence_evidence,,case_034,Who apologises to Nigerians?,"[""Former Governor of the Riverse State"", ""The mlitary leader of Riverse State"", ""Minster of Power"", ""The State's Political Leader""]",C,images/case_034_a.jpg,images/case_034_b.jpg
qwen3_vl_32b,lvbench,lvbench:5127,2,evidence_evidence,18.515100479125977,18.71739387512207,18.341867446899414,-3.9609208777546883,-22.10049492865801,22.10049492865801,JTa_Ue2MSwc,7.333333333333333,8.666666666666666,1.0,22.476021356880665,22.302788324654102,44.77880968153477,22.476021356880665,0.1732330322265625,44.77880968153477,3.9609208777546883,1.333333333333333,2005.1417964951117,False,stress_negative_evidence_evidence,,case_035,"What words appear to the right of ""Jerry Springer"" when the background is a girl with pink curly hair?","[""You're Cheating With My Co-Worker"", ""I Stole Your Dog And Your Man"", ""Real Girlfriend Vs. Online Girlfriend"", ""Watch Your Mouth And Your Man""]",D,images/case_035_a.jpg,images/case_035_b.jpg
qwen3_vl_32b,lvbench,lvbench:2119,1,evidence_evidence,16.10631167888642,15.328162908554106,18.68817710876465,-2.250122047960758,-21.71644792705772,21.71644792705772,FaV0tIaWWEg,1870.0351462573685,1871.070292514737,1.0,18.35643372684718,20.938299156725407,39.294732883572586,20.938299156725407,2.5818654298782278,39.294732883572586,2.250122047960758,1.035146257368524,1544.0760323913207,False,stress_negative_evidence_evidence,,case_036,What appears on the screen at the end of the video?,"[""\""Microsoft Copilot\"" and the logo"", ""\""Open AI\"" and the logo"", ""\""Microsoft\"" and the logo"", ""\""Google\""and the logo""]",C,images/case_036_a.jpg,images/case_036_b.jpg
qwen3_vl_32b,lvbench,lvbench:783,1,evidence_evidence,18.069704055786133,16.951345443725586,12.669328451161391,-7.514214006252587,-21.301901069474525,21.301901069474525,RjDrZkBwzho,3498.6666666666665,3504.3333333333335,1.0,25.58391806203872,20.183542457413978,45.7674605194527,25.58391806203872,5.400375604624742,45.7674605194527,7.514214006252587,5.66666666666697,2094.6604423996614,False,stress_negative_evidence_evidence,,case_037,What is the weather like when the panda is caught?,"[""Sunny weather"", ""Heavy rain weather"", ""Cloudy weather"", ""Heavy snow weather""]",B,images/case_037_a.jpg,images/case_037_b.jpg
qwen3_vl_32b,lvbench,lvbench:913,1,evidence_evidence,18.43560028076172,17.862607955932617,17.81060028076172,-2.8375393748283386,-21.22113198041916,21.22113198041916,5dZ_lvDgevk,5190.333333333333,5191.666666666667,1.0,21.273139655590057,20.648139655590057,41.921279311180115,21.273139655590057,0.625,41.921279311180115,2.8375393748283386,1.3333333333339397,1757.393659085978,False,stress_negative_evidence_evidence,,case_038,Which account's Facebook page is displayed with 28402 likes?,"[""Pope Benedict XVI"", ""Hillary Clinton"", ""Tell Me Now"", ""Your News Wire""]",D,images/case_038_a.jpg,images/case_038_b.jpg
qwen3_vl_32b,lvbench,lvbench:5171,1,evidence_evidence,19.220191955566406,19.951169967651367,18.637014389038086,-2.9895447939634323,-20.895581170916557,20.895581170916557,20lTg3yUrO4,1241.3333333333333,1242.6666666666667,1.0,22.20973674952984,21.62655918300152,43.83629593253136,22.20973674952984,0.5831775665283203,43.83629593253136,2.9895447939634323,1.333333333333485,1921.6208410844652,False,stress_negative_evidence_evidence,,case_039,How many parcels of Cannabis do men arrest with in Kogi State?,"[""520"", ""600"", ""500"", ""620""]",D,images/case_039_a.jpg,images/case_039_b.jpg
qwen3_vl_4b,lvbench,lvbench:5173,0,evidence_evidence,15.726692080497749,15.302141904830961,15.141062378883419,-5.207991361618042,-20.77360391616825,20.77360391616825,20lTg3yUrO4,1276.3333333333333,1277.6666666666667,1.0,20.93468344211579,20.34905374050146,41.28373718261725,20.93468344211579,0.5856297016143301,41.28373718261725,5.207991361618042,1.333333333333485,1704.3469557634141,False,stress_negative_evidence_evidence,,case_040,Who apologises to Nigerians?,"[""Former Governor of the Riverse State"", ""The mlitary leader of Riverse State"", ""Minster of Power"", ""The State's Political Leader""]",C,images/case_040_a.jpg,images/case_040_b.jpg
