model,benchmark,metric,new_selector,comparator,items,source_video_clusters,equal_video_estimate,ci_low,ci_high,p_two_sided,p_bh_within_metric
internvl35_38b,lvbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,103,0.055060988168376006,-0.06898318393631546,0.18022694971845765,0.38776122387761225,0.5612558744125588
internvl35_38b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,495,380,0.08928818283831436,-0.05021455119691405,0.2256602433339556,0.206979302069793,0.40335425916867773
internvl35_8b,herbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,49,-0.05860737563340103,-0.18581971344554377,0.0699180359536628,0.38476152384761525,0.5612558744125588
internvl35_8b,lvbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,103,0.05379082205353199,-0.08935737035898164,0.1942184547767394,0.47195280471952805,0.6178291261782913
internvl35_8b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,495,380,0.046250178583839,-0.09450748897195077,0.18384504720424028,0.5288471152884712,0.6508887572781183
perception_lm_8b,herbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,49,0.14719702505374738,0.017279290907905587,0.2766732528151313,0.032396760323967606,0.12441832739802941
perception_lm_8b,lvbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,103,0.14766509604879988,-0.01772607864716434,0.3243275415976309,0.09579042095790422,0.27024989808711436
perception_lm_8b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,495,380,0.09912003003050719,-0.055884654520644464,0.25426585624825915,0.21597840215978403,0.4146785321467853
qwen3_vl_32b,herbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,49,0.1337174496718266,-0.18519303106348098,0.4620380511889223,0.41785821417858215,0.5957582459575825
qwen3_vl_32b,lvbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,103,0.447982489256995,0.13322154657962365,0.7922063545811678,0.007699230076992301,0.04882989961873378
qwen3_vl_32b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,495,380,0.2591772688546703,0.0035462248781985665,0.5116044641602535,0.0403959604039596,0.14187849507732153
qwen3_vl_4b,herbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,49,0.25612413849384785,-0.03977611586534957,0.5495034186567812,0.10388961103889612,0.2822661130113404
qwen3_vl_4b,lvbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,103,0.19660607747064884,-0.10316277952111609,0.5110047016572258,0.20727927207279273,0.40335425916867773
qwen3_vl_4b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,495,380,0.28165712582547453,0.02945673611653843,0.5427291027191279,0.030396960303969604,0.12441832739802941
videollama3_7b,herbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,49,0.00516092917886271,-0.02558556623441488,0.03415146862003671,0.7310268973102689,0.8288808914384151
videollama3_7b,lvbench,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,500,103,0.020548444221019826,-0.042250885579444834,0.082588104374308,0.5112488751124887,0.6427219347030814
videollama3_7b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,siglip_dino_submodular8,495,380,0.015283304395913886,-0.02402814393498518,0.05464074114416186,0.45595440455954406,0.6028901696986265
internvl35_38b,herbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,49,0.0028833957001287774,-0.1565873055063175,0.16189961331176211,0.9698030196980302,0.9865013498650135
internvl35_38b,lvbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,103,0.14139494643990558,-0.046714989026572236,0.32879089912593784,0.1424857514248575,0.3291099461482423
internvl35_38b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,495,380,0.03118112125255191,-0.12725514753128755,0.19043598931333255,0.6975302469753024,0.8035548445155485
internvl35_8b,herbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,49,-0.1501078358386085,-0.31494835873480964,0.0158019767564414,0.0796920307969203,0.2441628177607771
internvl35_8b,lvbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,103,0.09473435812830429,-0.12044449514841908,0.3085510264465759,0.38976102389761025,0.5612558744125588
internvl35_8b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,495,380,-0.0018231644998793221,-0.16066638674383674,0.15713183631975547,0.9795020497950205,0.9865013498650135
perception_lm_8b,herbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,49,0.21890704159047586,0.041522109120783135,0.3987008212717105,0.027997200279972004,0.12441832739802941
perception_lm_8b,lvbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,103,0.09627241357733365,-0.13562175833757104,0.33005613804367434,0.42215778422157785,0.5959874600775217
perception_lm_8b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,495,380,0.10679272752045144,-0.07087242505344016,0.28793074553373255,0.24957504249575044,0.4467065488573094
qwen3_vl_32b,herbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,49,-0.12487135424558572,-0.49045058215379556,0.23929304309594487,0.5154484551544846,0.6427219347030814
qwen3_vl_32b,lvbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,103,0.6427386187697219,0.1609263042875199,1.1204185581859762,0.009099090090990901,0.05205633282825564
qwen3_vl_32b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,495,380,0.47063730509075513,0.1076614521686154,0.8475919859708773,0.012798720127987202,0.06454526961096993
qwen3_vl_4b,herbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,49,0.15552796952733336,-0.22902762164272591,0.5470286446434351,0.44695530446955306,0.6028901696986265
qwen3_vl_4b,lvbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,103,0.2544634625042056,-0.10334434835800174,0.6192609777518934,0.17228277172282772,0.37479237150911776
qwen3_vl_4b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,495,380,0.4544086812802745,0.11951938261758772,0.795009593861108,0.007799220077992201,0.04882989961873378
videollama3_7b,herbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,49,-0.028969365112186504,-0.06202696156682129,0.004107721097160727,0.09759024097590241,0.27024989808711436
videollama3_7b,lvbench,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,500,103,-0.001984118293333009,-0.07425089412002203,0.07056729000120661,0.9575042495750425,0.9865013498650135
videollama3_7b,nextgqa,gold_vs_rest_logodds,plain_dpp_8,bolt_its8,495,380,-0.024545265725005025,-0.07108247069854354,0.023284330540040518,0.31866813318668136,0.51994800519948
internvl35_38b,herbench,correct,mdp3_8,uniform8,500,49,0.03054337952297136,-0.02285524282973263,0.08747382011412622,0.29077092290770923,0.7065728209787716
internvl35_38b,lvbench,correct,mdp3_8,uniform8,500,103,0.06672445677300047,0.017167514254892897,0.11960355987055012,0.010798920107989201,0.2087791220877912
internvl35_38b,nextgqa,correct,mdp3_8,uniform8,495,380,0.007017543859649121,-0.01973684210526316,0.03464912280701754,0.6388361163883611,0.8518734333463205
internvl35_8b,herbench,correct,mdp3_8,uniform8,500,49,0.0006727116420994024,-0.053679845522957764,0.061026259737994436,0.9798020197980202,0.9866537821742302
internvl35_8b,lvbench,correct,mdp3_8,uniform8,500,103,0.07453767914932964,0.022620781322237632,0.12533315996301428,0.003999600039996,0.1151884811518848
